hip,proper,ra,dec,mag,dist,spect,ci,con,bayer
93770,,19.096425,29.921674,6.32,446.4286,M0III,1.668,Lyr,
93805,,19.10415,-4.882554,3.43,37.9219,B9Vn,-0.096,Aql,Lam
93815,,19.10554,-52.34091,5.17,56.7215,F7V,0.532,Tel,Rho
93825,,19.106971,-37.063437,4.23,17.304,F7IV-V,0.523,CrA,Gam
93843,,19.11048,28.628595,5.53,39.968,F0III,0.296,Lyr,
93845,,19.110665,24.250793,5.78,107.1811,A4III,0.104,Vul,
93855,,19.114477,-16.229276,6.0,259.0674,B7V,-0.025,Sgr,
93858,,19.114582,-37.810658,6.15,16.9549,G8V,0.705,CrA,
93860,,19.115226,-50.323144,6.29,173.3102,B9V,-0.057,Tel,
93862,,19.115445,-48.299144,5.95,117.9245,A0V,-0.017,Tel,
93864,,19.11567,-27.670423,3.32,37.2856,K1/K2III,1.169,Sgr,Tau
93867,,19.116279,11.071228,5.07,214.1328,B8III,-0.055,Aql,
93887,,19.118979,-18.738171,6.28,185.8736,B8V,-0.044,Sgr,
93903,,19.121703,36.100157,5.25,274.7253,B6IV,-0.109,Lyr,Iot
93917,,19.123769,32.501738,5.2,41.58,F0V,0.367,Lyr,
93925,,19.125234,-28.6368,6.05,389.1051,K3III,1.579,Sgr,
93966,,19.132589,16.853385,6.08,21.4316,G5V,0.705,Sge,
93975,,19.134311,21.698927,6.22,43.122,F3V,0.434,Vul,
93993,,19.137378,-24.657369,6.3,220.2643,B9.5V,0.011,Sgr,
93996,,19.137973,-19.290289,5.56,396.8254,B2V,-0.087,Sgr,
94005,,19.139156,-40.496703,4.57,54.7345,K1III,1.07,CrA,Del
94013,,19.140507,52.425731,5.88,71.0227,K1IV,1.086,Cyg,
94054,,19.147861,-55.720425,6.44,121.5067,K1IV,1.101,Tel,
94068,,19.149976,6.073207,5.23,45.7875,F0III-IV,0.346,Aql,
94083,,19.152716,76.560502,5.11,27.3,A9V,0.308,Dra,
94114,Meridiana,19.157869,-37.904474,4.11,38.432,A0/A1V,0.042,CrA,Alp
94130,,19.161043,-39.827238,6.44,121.6545,K0III,1.064,CrA,
94140,,19.162723,65.978513,6.26,93.4579,A0V,0.008,Dra,
94141,Albaldah,19.162731,-21.023615,2.88,156.25,F2II/III,0.377,Sgr,Pi
94144,,19.163374,-19.803657,6.11,118.4834,K1III,1.156,Sgr,
94149,,19.164332,-0.428114,6.34,287.3563,B5Vn,-0.042,Aql,
94150,,19.164642,-68.424448,5.31,37.3832,G8/K0III/IV,0.901,Pav,
94157,,19.166015,-41.892256,5.86,444.4444,B5V,-0.08,CrA,
94160,,19.167154,-39.340796,4.1,145.3488,K0II/IIICN.,1.163,CrA,Bet
94243,,19.183863,-39.004705,6.34,283.2861,B7II/III,0.006,CrA,
94272,,19.188559,-29.502293,6.28,146.6276,B8/B9V,-0.031,Sgr,
94280,,19.189767,40.429095,6.2,150.6024,A3V,0.093,Lyr,
94290,,19.191939,26.735871,6.35,43.4972,F5V,0.444,Lyr,
94302,,19.194597,56.859213,5.13,105.4852,G8III,1.008,Dra,
94311,,19.196114,31.283456,5.93,273.224,B9p Si,-0.062,Lyr,
94336,,19.201416,49.855755,5.85,24.4499,G4V+...,0.666,Cyg,
94372,,19.207788,-21.658382,6.39,138.3126,K0III,1.129,Sgr,
94376,Altais,19.209225,67.661541,3.07,29.8686,G9III,0.99,Dra,Del
94382,,19.210204,21.554572,6.02,235.8491,A2Vn,0.069,Vul,
94385,,19.211309,-7.939518,5.35,300.3003,B3V,0.094,Aql,
94398,,19.212812,-50.48642,6.12,123.1527,G8III,0.954,Tel,
94434,,19.220463,-25.906786,5.79,520.8333,K2III,1.387,Sgr,
94437,,19.220979,-12.282584,5.51,166.113,K3III,1.442,Sgr,
94477,,19.228529,2.293707,5.14,217.8649,B8II-III,-0.071,Aql,
94478,,19.228896,5.515605,6.47,147.929,A3V,0.1,Aql,
94481,Aladfar,19.229302,39.145968,4.43,425.5319,B2.5IV,-0.15,Lyr,Eta
94490,,19.231987,57.705102,5.0,50.6586,K2III,1.156,Dra,
94556,,19.244319,-45.193527,5.91,91.3242,G8III,0.902,CrA,
94598,,19.250747,20.203123,6.03,208.7683,G8III,0.895,Sge,
94604,,19.252199,83.462746,6.5,166.6667,A3V,0.108,Dra,
94620,,19.254822,21.232118,5.65,91.8274,A4V,0.121,Sge,
94623,,19.255327,50.071127,6.27,134.5895,G8III,0.93,Cyg,
94624,,19.255581,15.083651,5.58,212.3142,G8II-III,1.067,Aql,
94630,,19.256905,30.526381,5.88,389.1051,M0III,1.665,Lyr,
94643,,19.259007,-25.256682,4.86,91.4913,K0/K1III+..,0.569,Sgr,Psi
94645,Gumala,19.259228,-24.179352,6.25,27.5482,F8V,0.548,Sgr,
94648,,19.259229,73.355468,4.45,44.8833,K3III,1.257,Dra,Tau
94646,,19.259268,18.516353,6.46,257.732,M2III,1.743,Sge,
94685,,19.266525,27.926302,6.18,429.1845,F6Ib-II,0.634,Lyr,
94703,,19.270289,21.390428,4.76,248.7562,B4IV,-0.058,Vul,
94712,,19.272706,-45.466033,5.38,167.2241,K3III,1.349,Tel,
94713,,19.272804,38.133731,4.35,255.102,K0II,1.258,Lyr,The
94720,,19.274108,14.544616,5.65,125.6281,B9.5V,-0.02,Aql,
94724,,19.274612,-69.190825,6.25,194.5525,A6IV/V,0.193,Pav,Tau
94727,,19.275287,4.834795,5.59,164.4737,A3IV,0.101,Aql,
94755,,19.280941,46.999102,6.02,42.0345,F6IV:,0.479,Cyg,
94770,,19.283479,-65.227702,6.42,235.8491,B8/B9V,-0.046,Pav,
94779,,19.28504,53.368459,3.8,38.0662,K0III,0.95,Cyg,Kap
94789,,19.286729,-66.661048,5.52,91.5751,A4IV/V,0.17,Pav,
94820,,19.293911,-18.952908,4.88,147.7105,K0III,1.013,Sgr,
94827,,19.295454,23.02554,5.46,373.1343,B0.5IV,0.02,Vul,
94833,,19.296718,2.031727,6.19,86.2069,A1Vn,0.019,Aql,
94834,,19.296944,11.595422,5.28,127.2265,F0IV,0.196,Aql,Ome-1
94858,,19.302714,-53.387086,6.36,45.0653,F7V,0.505,Tel,
94885,,19.309026,1.085129,5.1,113.7656,K2II-IIIvar,1.143,Aql,
94890,,19.310518,49.569456,6.32,136.0544,K1III,1.123,Cyg,
94910,,19.313447,19.610477,6.5,239.8082,B8III + K,-0.006,Sge,
94913,,19.314151,0.339024,6.4,127.0648,K0II-III:..,1.05,Aql,
94916,,19.314654,9.61807,6.31,143.0615,G9III,1.065,Aql,
94929,,19.316694,-15.53657,6.09,147.7105,K4III,1.42,Sgr,
94932,,19.316987,37.445346,6.25,190.8397,A0III,0.012,Lyr,
94974,,19.326786,54.375987,6.23,157.9779,A1V,0.03,Cyg,
94981,,19.327502,37.330539,6.29,25.3872,G8V,0.676,Lyr,
94982,,19.327597,12.37468,5.53,103.4126,F0III,0.265,Aql,
94986,,19.327776,-35.421452,5.59,276.2431,B4III,-0.122,Sgr,
95002,,19.331407,11.534965,6.03,81.4996,A2V,0.087,Aql,Ome-2
95038,,19.337783,57.645129,5.91,242.1308,M1III,1.626,Dra,
95066,,19.342473,-5.415766,4.98,47.2813,G8III-IV...,0.937,Aql,
95067,,19.342515,35.185957,6.3,288.1844,B9V,-0.092,Lyr,
95073,,19.343246,-0.892161,5.46,134.2282,B9III,-0.041,Aql,
95077,,19.34393,-22.402535,5.59,55.371,A6:m...,0.276,Sgr,
95081,,19.344467,65.714531,4.6,70.1754,A2IIIs,0.033,Dra,Pi
95149,,19.358263,-34.983487,6.48,18.8324,G1/G2V,0.628,Sgr,
95154,,19.35987,76.559596,6.22,386.1004,C5II,2.673,Dra,
95159,,19.360309,-19.234446,6.25,239.8082,B5III,-0.091,Sgr,
95167,,19.361182,79.60283,6.06,107.7586,A3V,0.072,Dra,
95168,,19.361211,-17.847197,3.92,38.9257,F0III/IV,0.228,Sgr,Rho-1
95176,,19.362117,-15.955018,4.52,546.4481,F2p,0.079,Sgr,Ups
95188,,19.364137,-18.308388,5.84,101.833,K0III,1.062,Sgr,Rho-2
95211,,19.369316,-42.016026,6.33,101.2146,K1III,1.129,Sgr,
95222,,19.372651,-0.252345,5.81,103.7344,G8III:,1.093,Aql,
95235,,19.375931,33.518163,6.09,109.8901,K0III,1.052,Lyr,
95239,,19.377147,-51.231276,6.42,71.9942,F0V,0.328,Tel,
95241,Arkab Prior,19.377303,-44.458965,3.96,96.1538,B9V,-0.085,Sgr,Bet-1
95253,,19.380097,9.91315,6.34,37.5657,F6V,0.458,Aql,
95260,,19.380801,26.262403,5.22,120.4819,B6III,-0.119,Vul,
95261,,19.380888,-54.423931,5.03,48.216,A0Vn,0.02,Tel,Eta
95281,,19.384569,-7.400615,6.31,133.3333,K0,1.455,Aql,
95294,Arkab Posterior,19.386976,-44.799778,4.27,41.1353,F2III,0.35,Sgr,Bet-2
95319,,19.392779,33.221966,6.37,15.7604,G8V,0.804,Lyr,
95340,,19.396369,20.264356,6.4,421.9409,B9.5V,0.013,Vul,
95347,Rukbat,19.398103,-40.61594,3.96,55.7414,B8V,-0.105,Sgr,Alp
95352,,19.399027,43.388171,5.85,135.1351,G6.5IIIa,0.924,Lyr,
95369,,19.401528,-68.371082,6.33,210.5263,K2III,1.238,Pav,
95370,,19.401682,36.452094,6.44,121.6545,K1III,1.074,Lyr,
95372,,19.402105,29.621338,4.99,258.3979,B3IV,-0.12,Cyg,
95396,,19.405964,-43.722063,6.13,206.1856,M1/M2III,1.603,Sgr,
95398,,19.406131,16.937722,6.27,112.1076,A2III-IV,0.075,Sge,
95408,,19.408383,-27.865945,6.03,273.224,B2Vnn,-0.117,Sgr,
95447,,19.416164,11.944415,5.17,15.1768,G8IVvar,0.761,Aql,
95453,,19.417092,-4.884536,6.5,108.1081,A9V,0.34,Aql,
95456,,19.41779,-29.309359,5.91,91.3242,K3III,1.278,Sgr,
95477,,19.421247,-24.508575,5.02,77.2201,A4IV/V,0.235,Sgr,Chi-1
95485,,19.422665,-13.89713,5.72,154.7988,K2III,1.372,Sgr,
95487,,19.422887,20.271727,6.31,147.0588,A0V,-0.014,Vul,
95492,,19.423824,24.912774,6.19,27.3898,F7V,0.528,Vul,
95498,,19.424611,19.798365,5.14,83.2639,K0III,0.999,Vul,
95503,,19.424906,-23.962457,5.45,153.1394,K3III,1.442,Sgr,Chi-3
95501,,19.424972,3.114775,3.36,15.5255,F0IV,0.319,Aql,Del
95556,,19.435868,36.317896,5.17,216.9197,B9sp...,-0.12,Cyg,
95557,,19.4364,-15.053251,5.71,214.1328,B7IV,0.007,Sgr,
95560,,19.437013,20.097733,5.6,72.8863,A0V,-0.006,Vul,
95564,,19.438654,-21.776693,5.57,132.2751,K1/K2III,1.228,Sgr,
95572,,19.440037,13.023801,5.76,55.991,F6III,0.456,Aql,
95576,,19.440688,62.557145,6.38,210.084,K5III,1.413,Dra,
95582,,19.441302,19.891493,5.84,187.9699,M0III,1.558,Vul,
95585,,19.441969,0.33857,4.64,869.5652,F2Ib,0.576,Aql,Nu
95619,,19.449022,-29.743225,5.66,69.9301,B8/B9V,-0.014,Sgr,
95656,,19.457212,52.320436,5.73,107.5269,A1V,-0.002,Cyg,Iot-1
95664,,19.459419,14.282481,6.31,252.5253,B4III,-0.068,Aql,
95673,,19.46011,37.941197,6.3,724.6377,B3Ve,-0.12,Lyr,
95690,,19.463366,-54.325272,5.7,164.7446,K4III,1.406,Tel,
95732,,19.472444,2.93003,5.84,294.9853,B6III,-0.003,Aql,
95771,Anser,19.478427,24.664905,4.44,91.1577,M0 comp,1.502,Vul,Alp
95785,,19.482523,24.768723,5.82,157.7287,K0III,1.023,Vul,
95793,,19.483608,1.950448,5.79,61.1995,A0V,0.088,Aql,
95812,,19.488341,0.24608,6.25,196.8504,K2,1.317,Aql,
95818,,19.489138,20.279737,6.34,355.8719,B5Vn,-0.097,Vul,
95820,,19.489267,-7.044086,6.37,275.4821,F5-G1I-II,0.87,Aql,
95822,,19.489487,14.596019,5.57,91.7431,K0III,1.05,Aql,
95823,,19.489951,-43.445195,5.7,62.383,Am,0.214,Sgr,
95853,,19.495098,51.729779,3.76,37.2024,A5Vn,0.148,Cyg,Iot-2
95865,,19.497829,-26.985615,5.46,71.736,K1/K2III,1.12,Sgr,
95866,,19.497944,-55.441754,6.14,95.9693,K0/K1III,0.974,Tel,
95898,,19.502926,2.904073,6.08,621.118,K5Ib,1.82,Aql,
95929,,19.509201,3.444403,6.09,248.139,A0sh,-0.019,Aql,
95932,,19.50961,-55.110053,6.29,34.3761,F5V,0.45,Tel,Mu
95937,,19.511066,-2.788887,5.03,162.0746,M1IIIvar,1.77,Aql,
95947,Albireo,19.512023,27.959681,3.05,133.1558,K3II+...,1.088,Cyg,Bet-1
95951,Albireo B,19.51261,27.965276,5.12,122.549,B8V,-0.095,Cyg,Bet-2
95953,,19.513009,36.228503,6.26,193.0502,B9.5III,-0.015,Cyg,
95965,,19.515013,-21.312237,6.11,237.5297,A2V,0.121,Sgr,
95978,,19.516746,70.989339,6.06,186.9159,K2,1.416,Dra,
95999,,19.519709,-68.43392,5.98,387.5969,K4/K5III,1.638,Pav,
96003,,19.520432,55.731836,6.37,363.6364,K2II-IIIcomp,1.123,Cyg,
96014,,19.522039,50.306706,5.55,141.6431,K1III,1.274,Cyg,
96016,,19.522672,26.617171,5.89,60.5327,K0III-IV,0.915,Vul,
96052,,19.529534,34.452968,4.74,263.8522,B3IV,-0.15,Cyg,
96095,,19.537231,-44.546387,6.48,41.6146,F6V,0.526,Sgr,
96100,Alsafi,19.539149,69.661175,4.67,5.7547,K0V,0.786,Dra,Sig
96141,,19.54828,-53.185618,5.76,115.7407,Am,0.3,Tel,
96164,,19.552796,60.158691,6.3,309.5975,K4III,1.58,Dra,
96178,,19.556007,-45.271748,5.59,121.6545,A0p,-0.02,Tel,
96198,,19.561557,49.262319,6.0,406.5041,M4.5III,1.545,Cyg,
96204,,19.562786,5.465708,6.35,202.4291,M8V,1.471,Aql,
96229,,19.568153,7.378941,4.45,32.9924,K3III,1.176,Aql,Mu
96234,,19.569024,-40.034638,5.89,129.7017,A5IV-III,0.105,Sgr,
96258,,19.572161,51.23662,5.71,25.113,F7V,0.475,Cyg,
96275,,19.57636,19.773403,5.0,169.4915,B8IIIn,-0.093,Vul,
96288,,19.578127,42.412509,5.34,176.6784,A2V,0.06,Cyg,
96297,,19.57954,63.434171,6.47,168.9189,K2,1.326,Dra,
96302,,19.580813,29.462954,5.39,171.2329,A0V+...,0.581,Cyg,
96316,,19.583676,52.502018,6.39,105.8201,K0,1.122,Cyg,
96327,,19.585349,-10.560444,5.12,140.2525,G8III,1.122,Aql,
96341,,19.586942,-48.099202,4.88,113.6364,G9III,1.096,Tel,Iot
96351,,19.590314,2.913605,6.37,39.984,F6IV,0.414,Aql,
96356,,19.591613,-7.460283,6.32,117.3709,K0,1.124,Aql,
96365,,19.592628,-12.253114,6.27,102.7749,K0III,1.089,Sgr,
96387,,19.596751,36.944539,6.03,184.8429,B8Vn,-0.08,Cyg,
96396,,19.598874,50.238618,6.47,166.3894,G9III,1.034,Cyg,
96406,,19.600459,-24.719081,5.64,90.2527,A1m...,0.185,Sgr,
96417,,19.60232,22.585763,6.33,204.918,B9sp...,-0.059,Vul,
96428,,19.604357,14.39107,6.37,119.0476,K0II-III,1.045,Aql,
96440,,19.607243,-18.852921,6.13,77.6398,F0V,0.273,Sgr,
96441,,19.607372,50.221103,4.49,18.3352,F4V,0.395,Cyg,The
96459,,19.610555,44.694936,5.17,40.833,K0III,0.928,Cyg,
96465,,19.611786,-24.883623,4.59,58.1395,B8/B9V,-0.075,Sgr,
96468,,19.612022,-1.286601,4.36,119.9041,B5III,-0.079,Aql,Iot
96481,,19.61457,11.273206,5.98,371.7472,G0Ib,0.881,Aql,
96483,,19.614847,-7.027477,4.93,515.4639,B0.5III,-0.046,Aql,Kap
96496,,19.617595,-18.231052,5.66,121.8027,K0III,1.237,Sgr,
96503,,19.619338,29.3337,6.43,375.9398,B5V,-0.087,Cyg,
96516,,19.621498,16.462802,5.67,147.2754,G8IIIvar,1.007,Sge,Eps
96536,,19.626227,-14.301801,5.46,30.5623,F7V,0.501,Sgr,
96546,,19.628005,35.022536,6.44,657.8947,K5,1.559,Cyg,
96556,,19.62981,-4.64764,5.45,32.1543,F3IV,0.429,Aql,
96572,,19.632417,49.284416,6.47,140.2525,G6V,0.99,Cyg,
96601,,19.638275,20.783391,6.5,168.9189,K0III,1.037,Vul,
96607,,19.640538,-57.983341,6.19,162.6016,K0III,0.973,Pav,
96620,,19.644769,54.973793,5.89,40.8831,F6Vasv,0.482,Cyg,
96630,,19.646942,3.381522,6.36,100000.0,B3III,0.001,Aql,
96665,,19.653234,5.397773,5.18,239.2344,B3V + B3V,-0.001,Aql,Sig
96683,,19.656279,30.153321,4.68,81.6327,G8III-IV...,0.971,Cyg,Phi
96688,,19.657038,16.571121,6.37,100000.0,M0Iab-Ib SB,1.918,Sge,
96693,,19.657356,42.818278,5.41,200.0,B9III,-0.063,Cyg,
96706,,19.659593,45.957439,6.25,126.4223,K0III,0.931,Cyg,
96721,,19.661606,-45.27855,6.24,111.7318,Am,0.293,Tel,
96724,,19.662478,33.978938,6.1,149.925,A3IV,0.094,Cyg,
96729,,19.663739,-23.4277,6.33,98.7167,A0V,0.034,Sgr,
96734,,19.664486,-66.685505,6.37,103.3058,A0Vn,0.037,Pav,
96757,Sham,19.668275,18.01389,4.39,130.3781,G0II,0.777,Sge,Alp
96760,,19.668657,-23.429086,5.97,109.8901,K0III,1.038,Sgr,
96771,,19.670332,60.507114,6.49,155.521,A5V,0.212,Dra,
96781,,19.671858,-54.41779,6.24,116.2791,K0III,1.001,Tel,
96805,,19.678097,43.077824,6.17,515.4639,M2III,1.561,Cyg,
96807,,19.6787,-0.621233,5.64,107.9914,A3IV,0.123,Aql,
96808,,19.678717,-16.293268,5.3,73.7463,K1III,1.109,Sgr,
96825,,19.680601,45.524942,5.06,49.6278,F5II,0.426,Cyg,
96837,,19.68415,17.476041,4.39,134.7709,G8II,1.041,Sge,Bet
96840,,19.684869,13.815682,5.98,100000.0,B5V,-0.078,Aql,
96856,,19.687403,22.452773,6.43,523.5602,K0Iab:,1.481,Vul,
96882,,19.693681,-65.854414,6.08,185.5288,M0III,1.556,Pav,
96895,,19.696945,50.52506,5.99,21.0793,G2V,0.643,Cyg,
96901,,19.697783,50.517523,6.25,21.2134,G5V,0.661,Cyg,
96907,,19.699338,40.254144,6.22,81.5661,A6V,0.182,Cyg,
96917,,19.700812,-9.193654,6.31,112.8668,K2,1.341,Aql,
96919,,19.701151,55.463222,6.42,316.4557,M5IIIa,1.453,Cyg,
96931,,19.703559,12.193261,6.33,215.5172,B9III,-0.077,Aql,
96950,,19.708648,-16.123996,5.06,54.3183,F3IV/V,0.319,Sgr,
96957,,19.709447,11.826583,5.28,261.7801,F3V:+...,0.575,Aql,Chi
96977,,19.71239,32.426741,5.93,602.4096,A5III,0.118,Cyg,
97028,,19.719332,30.677891,6.08,111.2347,A1V,0.003,Cyg,
97029,,19.719657,38.671713,6.37,387.5969,K0,1.22,Cyg,
97033,,19.720653,58.016617,6.29,44.2087,G0V,0.59,Cyg,
97063,,19.72598,-15.470105,5.49,48.9237,F5V,0.46,Sgr,
97067,,19.727116,-37.538765,6.14,194.9318,B8IV/V,0.019,Sgr,
97070,,19.727637,57.042713,6.28,77.7605,K2III,0.887,Cyg,
97077,,19.72859,25.771929,5.5,101.7294,G8III,0.939,Vul,
97081,,19.729192,41.773108,5.86,174.8252,M0III,1.598,Cyg,
97087,,19.730959,34.162724,6.04,331.1258,B8III,-0.071,Cyg,
97091,,19.732215,27.135398,6.27,757.5758,B7V + G1:III,1.015,Vul,
97118,,19.737943,37.354355,4.89,88.6525,G8III,0.948,Cyg,
97122,,19.738446,69.337065,5.9,132.1004,A2III,0.072,Dra,
97139,,19.742831,13.302783,6.25,310.559,B9III-IV,-0.041,Aql,Psi
97142,,19.743937,34.414164,6.39,297.619,M1III,1.521,Cyg,
97144,,19.744805,8.726538,6.43,148.1481,K0,0.94,Aql,
97151,,19.746959,40.716803,6.36,251.2563,M3III,1.561,Cyg,
97165,Fawaris,19.749574,45.13081,2.86,50.5817,B9.5III,-0.002,Cyg,Del
97228,,19.761015,36.091022,6.38,300.3003,B9.5V,-0.049,Cyg,
97229,,19.761096,7.613158,5.89,53.6193,A3IV,0.18,Aql,Ups
97242,,19.764265,35.012751,6.14,128.041,A2V+...,1.07,Cyg,
97244,,19.764509,-2.883453,6.47,362.3188,B3III,0.016,Aql,
97260,,19.767005,-31.908571,5.51,217.8649,B8III,0.024,Sgr,
97278,Tarazed,19.770994,10.613261,2.72,121.0654,K3II,1.507,Aql,Gam
97290,,19.772707,-19.761113,4.87,63.6537,K0III,1.061,Sgr,
97295,,19.773777,33.727598,5.0,21.2314,F5,0.476,Cyg,
97307,,19.776393,32.888591,6.18,121.5067,K2,1.172,Cyg,
97326,,19.779073,68.437998,6.34,175.1313,F0III,0.309,Dra,
97365,,19.789795,18.534286,3.68,182.1494,M2II + B6,1.313,Sge,Del
97372,,19.790787,47.907564,6.14,299.4012,M2III,1.64,Cyg,
97376,,19.79105,38.407614,5.83,144.9275,B8Vn,-0.087,Cyg,
97402,,19.796816,25.384058,6.0,126.9036,K0II-III,0.993,Vul,
97421,,19.800321,-56.362611,5.33,49.554,A9Vn,0.196,Tel,Nu
97423,,19.80084,-13.703616,6.11,65.4879,A6:IIIm...,0.193,Sgr,
97433,,19.80285,70.26793,3.84,45.3721,G8III,0.888,Dra,Eps
97454,,19.808476,10.6941,6.44,375.9398,F8Ib-II,0.932,Aql,
97473,,19.811683,11.815896,5.75,157.7287,F2V:+...,0.546,Aql,Pi
97484,,19.813937,-12.319421,6.47,537.6344,K5III,1.676,Sgr,
97485,,19.814055,33.437283,6.42,100000.0,B0.5Ibvar,0.129,Cyg,
97491,,19.815301,-52.888109,6.27,284.9003,K1III,1.131,Tel,
97496,,19.816294,19.142042,5.01,78.1861,A3V,0.095,Sge,Zet
97499,,19.817279,-10.870763,6.0,96.432,K5III,1.233,Aql,
97515,,19.819889,-28.788972,6.04,46.4253,F3V,0.403,Sgr,
97534,,19.823694,-72.503378,5.39,43.63,A4III,0.234,Pav,
97538,,19.824306,38.710149,6.12,214.5923,G6III,0.906,Cyg,
97569,,19.831505,-66.813069,6.44,308.642,K4III,1.482,Pav,
97572,,19.831867,28.439674,6.45,606.0606,B5V,-0.104,Vul,
97573,,19.83217,27.085182,6.46,143.8849,G8III,0.937,Vul,
97598,,19.837238,-47.557392,5.91,408.1633,M1III,1.678,Tel,
97607,,19.838189,7.902419,6.49,529.1005,B2.5IVe,-0.086,Aql,
97611,,19.839376,-61.06112,6.21,284.9003,B5V,-0.135,Pav,
97630,,19.842776,38.722419,5.18,212.3142,M2IIIa,1.665,Cyg,
97634,,19.843702,40.599759,5.68,649.3506,B1III,-0.058,Cyg,
97635,,19.843813,52.988001,5.03,62.0732,K3IIIvar,1.286,Cyg,
97646,,19.845775,-59.193667,5.41,84.9618,A0IV,0.082,Pav,
97649,Altair,19.846388,8.868322,0.76,5.1295,A7IV-V,0.221,Aql,Alp
97650,,19.846329,-10.763512,5.38,27.8707,F0V,0.402,Aql,
97651,,19.846353,37.826324,6.13,813.0081,M3III,1.626,Cyg,
97674,,19.85032,-65.605087,6.04,57.9039,F2III-IV,0.317,Pav,
97675,,19.850456,10.415727,5.12,19.1902,F8V,0.563,Aql,Omi
97679,,19.851141,22.610046,4.9,193.0502,B2.5V,-0.153,Vul,
97687,,19.853083,-2.46099,6.12,183.8235,K5III,1.573,Aql,
97697,,19.854925,9.629887,6.25,89.6057,A1m,0.102,Aql,
97700,,19.855382,47.377236,6.22,62.5,F2V,0.398,Cyg,
97709,,19.857455,4.088632,6.47,763.3588,K0...,1.345,Aql,
97749,,19.864056,-39.874367,5.32,92.4214,A0p,-0.045,Sgr,
97757,,19.866408,47.027339,5.6,100000.0,O9.5Ia,-0.078,Cyg,
97765,,19.867109,24.992162,5.54,518.1347,A1Iab,0.68,Vul,
97767,,19.867623,11.628329,6.16,26.617,G0V,0.642,Aql,
97774,,19.868658,47.931795,5.91,510.2041,B2III,-0.174,Cyg,
97783,,19.870001,-19.044991,5.88,115.8749,K0III,0.979,Sgr,
97789,,19.871226,36.432295,6.13,216.9197,K4III,1.434,Cyg,
97796,,19.872712,18.671875,6.24,100000.0,O8e,-0.031,Sge,
97804,,19.874547,1.005661,3.87,423.7288,F6Ibv SB,0.63,Aql,Eta
97816,,19.877143,-54.971026,5.76,172.4138,G8/K0III,0.915,Tel,
97819,,19.877532,-54.976444,6.5,60.5327,A2V,0.1,Tel,
97845,,19.88368,47.80772,6.3,502.5126,B0.5IIIn,-0.126,Cyg,
97849,,19.885107,-14.603203,6.47,119.0476,A1V,0.149,Sgr,
97870,,19.88816,57.523482,5.14,194.1748,B5V,-0.125,Cyg,
97871,,19.888538,-3.114464,5.63,80.1282,A5pvar,0.231,Aql,
97886,,19.891026,24.079614,4.57,102.5641,B9.5III,-0.047,Vul,
97892,,19.893168,59.70866,6.06,104.1667,A3V,0.033,Cyg,
97928,,19.902299,-8.574211,5.76,193.7984,K5III,1.664,Aql,
97938,Libertas,19.904134,8.461453,4.71,56.2746,K0III,1.023,Aql,Xi
97944,,19.904931,-23.941071,6.22,14.0489,K3/K4V,1.017,Sgr,
97961,,19.908632,24.319388,5.56,144.3001,A0III,-0.018,Vul,
97966,,19.910459,-8.227289,5.7,147.929,B7Vn,-0.079,Aql,
97967,,19.910573,-8.237048,6.49,155.7632,B8V,-0.04,Aql,
97970,,19.911167,7.140353,6.14,81.7661,A2V,0.043,Aql,
97971,,19.911235,-61.170792,6.21,115.0748,A3V,0.163,Pav,
97980,,19.912444,0.273627,5.6,113.8952,A0III,0.098,Aql,
97985,,19.913403,36.995676,5.79,369.0037,Fp,0.773,Cyg,
98012,,19.918085,-33.046252,6.47,366.3004,K2/K3III,1.487,Sgr,
98032,,19.921026,-41.868288,4.12,55.7414,K0III,1.063,Sgr,Iot
98036,Alshain,19.921887,6.406763,3.71,13.6986,G8IVvar,0.855,Aql,Bet
98038,,19.922083,-6.73478,6.49,81.8331,F2V,0.391,Aql,
98044,,19.922793,58.250193,6.1,134.4086,G9III,1.021,Cyg,
98055,,19.927167,52.438948,4.91,86.2813,A4Vn,0.124,Cyg,Psi
98066,Terebellum,19.930651,-26.299506,4.7,25.9875,G3/G5III,0.748,Sgr,Ome
98068,,19.931045,38.486705,4.95,442.4779,B5IV,-0.086,Cyg,
98073,,19.932051,58.845969,4.98,280.8989,K5II-III,1.584,Cyg,
98085,,19.933684,16.634799,5.71,100000.0,G5Ibv SB,0.903,Sge,
98086,,19.933787,-81.34984,6.39,227.2727,K3/K4III,1.402,Oct,
98103,,19.937292,11.423721,5.28,67.2948,A1IV,0.014,Aql,Phi
98110,,19.938438,35.083424,3.89,41.3736,K0IIIvar,1.019,Cyg,Eta
98111,,19.938622,56.687017,6.16,76.5111,A4Vn,0.09,Cyg,
98143,,19.945595,36.250599,6.03,318.4713,B5IV,-0.14,Cyg,
98146,,19.94588,50.902523,6.46,104.6025,A1V,0.003,Cyg,
98162,,19.94912,-27.169899,4.54,255.102,K3III,1.462,Sgr,
98174,,19.951749,-58.901351,5.24,85.3971,B9.5IV,0.014,Pav,
98194,,19.953852,40.367824,5.46,340.1361,B5V,-0.09,Cyg,
98234,,19.962624,16.789163,5.54,139.6648,B9III,-0.048,Sge,
98253,,19.965588,42.260771,6.44,325.7329,A3V,0.095,Cyg,
98258,,19.965842,-15.49149,5.01,81.4332,A2V,0.055,Sgr,
