hip,proper,ra,dec,mag,dist,spect,ci,con,bayer
46168,,9.415463,51.573896,6.3,129.199,G2III,0.774,UMa,
46194,,9.418852,-43.976603,6.31,224.2152,M5III,1.526,Vel,
46221,,9.423343,-5.117394,5.6,275.4821,K5III,1.523,Hya,
46225,,9.424253,-61.950476,5.77,77.3994,A4V+...,0.137,Car,
46232,,9.425695,16.585588,6.31,85.2515,G9III:,0.968,Leo,
46247,,9.428939,63.940939,6.24,363.6364,K2III,1.465,UMa,
46283,,9.438324,-53.378909,5.09,131.5789,B6V,-0.102,Vel,
46288,,9.43953,-1.464078,6.01,211.8644,K3III,1.313,Hya,
46297,,9.441238,-40.501706,6.19,95.8773,A7III,0.251,Vel,
46328,,9.445596,-64.929701,6.05,69.7837,A3Vn,0.147,Car,
46329,,9.445806,-28.787696,6.12,628.9308,B5V,-0.089,Pyx,
46358,,9.451788,-71.601895,5.46,61.8812,K2III,1.079,Car,
46371,,9.45511,-22.343783,4.72,48.0077,K1III,1.154,Hya,
46390,Alphard,9.45979,-8.658603,1.99,55.2792,K3III,1.44,Hya,Alp
46404,,9.462995,-6.071187,5.38,30.4136,G2V,0.642,Hya,
46407,,9.463651,-71.781101,6.33,56.9152,F3/F5V,0.413,Car,
46410,,9.464338,75.098341,6.2,156.9859,A5Vs,0.115,Dra,
46454,,9.474278,9.056778,5.4,33.1675,F9V,0.605,Leo,Ome
46457,,9.474771,8.188298,5.72,124.2236,K0III,1.045,Leo,
46460,,9.47516,-66.701877,5.9,77.6398,A0V,0.012,Car,
46471,Intercrus,9.477775,45.601483,5.4,85.8369,K0III-IV,0.993,UMa,
46482,,9.479763,-62.273134,5.91,154.0832,K1III,1.102,Car,
46504,,9.483972,-1.256913,6.27,79.1139,F0Vn,0.274,Hya,
46509,,9.485805,-2.768964,4.59,17.334,F6V,0.411,Hya,Tau-1
46511,,9.486845,-20.749127,5.66,364.9635,K4/K5III,1.587,Hya,
46515,,9.487423,-35.951335,4.51,217.8649,K3III,1.408,Ant,Eps
46517,,9.487831,-38.403542,6.15,60.6061,A6V,0.216,Ant,
46529,,9.490123,-2.205172,6.14,128.866,F0III,0.222,Hya,
46543,,9.492338,-4.246636,6.25,55.6483,G6IV,0.838,Hya,
46566,,9.496609,55.745233,6.5,42.0345,F3Vs,0.394,UMa,
46569,,9.497187,-23.345342,6.26,411.5226,K2/K3III,1.559,Hya,
46578,,9.498474,-26.589616,5.49,242.1308,K2IIICNII,1.345,Ant,
46594,,9.501421,-51.517164,5.45,132.626,B8V,-0.078,Vel,
46618,,9.506246,-15.577352,5.86,73.0994,K2III,1.193,Hya,
46620,,9.50651,-58.361839,5.88,296.7359,M2III,1.676,Car,
46651,,9.511674,-40.466769,3.6,18.8147,F2IV,0.371,Vel,Psi
46652,,9.512006,33.655711,5.87,153.8462,G8III:,1.032,LMi,
46657,,9.512804,-31.889222,5.75,124.3781,A0,0.066,Ant,Zet-1
46701,,9.520371,-57.034377,3.16,73.2601,K5III,1.538,Vel,
46733,,9.525453,63.061861,3.65,23.8152,F0IV,0.36,UMa,
46734,,9.525601,-31.871831,5.91,117.6471,A9IV,0.258,Ant,Zet-2
46735,,9.525671,35.103273,5.39,147.0588,M1III,1.543,LMi,
46736,,9.52584,-35.71475,5.86,85.5432,K3III,1.287,Ant,
46737,,9.525844,-66.719026,6.27,189.0359,K1III,1.348,Car,
46741,,9.526752,-73.080913,5.46,242.1308,K4III,1.556,Car,
46744,,9.527497,-10.552013,6.13,51.4139,F0Vn,0.261,Hya,
46750,Alterf,9.528675,22.967971,4.32,100.9082,K5IIIvar,1.541,Leo,Lam
46768,,9.532142,-10.370341,6.12,109.529,K0,1.183,Hya,
46771,,9.532428,11.299827,4.99,66.0939,K0IIIvar,1.046,Leo,Xi
46774,,9.53266,9.715767,5.07,153.1394,K3III,1.364,Leo,
46776,,9.533036,-1.184664,4.54,158.7302,A3V,0.109,Hya,Tau-2
46810,,9.538443,-28.627769,6.43,84.4595,F3V,0.358,Ant,
46811,,9.538688,-40.649335,5.35,129.8701,G8III,0.897,Vel,
46813,,9.539003,-19.400303,5.74,115.6069,A4III,0.135,Hya,
46840,,9.544832,1.864151,6.11,116.6861,F7IV-V,0.614,Hya,
46853,,9.547715,51.6773,3.17,13.4789,F6IV,0.475,UMa,The
46859,,9.548826,-13.516804,5.95,226.7574,K4III,1.501,Hya,
46869,,9.550548,-8.505374,6.12,125.1564,K0,0.974,Hya,
46874,,9.552135,-39.129073,6.43,74.9625,F2IV/V,0.337,Ant,
46879,,9.553126,45.513758,6.49,195.6947,K0,1.141,UMa,
46880,,9.553461,-21.115722,5.02,111.1111,K0III,1.023,Hya,
46891,,9.555082,28.36794,6.5,83.5422,A3Vnn,0.128,Leo,
46893,,9.555529,-7.190204,6.25,124.8439,K0,1.17,Hya,
46897,,9.557237,-22.863883,5.92,80.2568,B9.5V,0.023,Hya,
46904,,9.558433,36.486949,6.19,149.0313,K4III:,1.264,LMi,
46914,,9.562374,-49.005072,5.12,254.4529,B4IV,-0.114,Vel,
46928,,9.564857,-80.941258,5.07,175.4386,B5V,-0.139,Cha,Zet
46938,,9.566429,23.453919,6.26,154.5595,K7III,1.453,Leo,
46950,,9.56911,-51.255266,5.01,277.0083,B1.5IV,-0.18,Vel,
46952,,9.570384,36.397558,4.54,56.7215,G8III,0.914,LMi,
46974,,9.574071,-59.229753,4.08,406.5041,B5II,-0.013,Car,
46977,,9.574703,69.830343,4.54,31.9285,G4III-IV,0.781,UMa,
46982,,9.575736,-5.914948,5.56,173.6111,K1III,1.159,Hya,
47006,,9.580405,52.051477,4.47,80.3859,A2V,0.027,UMa,
47013,,9.581508,72.205679,5.77,49.0918,F7V,0.53,UMa,
47029,,9.584399,39.621493,4.81,66.0502,K0III,0.992,Lyn,
47039,,9.58662,-35.82375,6.48,68.3527,F5V,0.417,Ant,
47070,,9.592723,-19.583394,6.33,87.6424,A0V,0.069,Hya,
47080,,9.594334,35.810133,5.4,11.3688,G8IV-V,0.77,LMi,
47096,,9.598024,14.379588,6.32,209.6436,A1V,0.027,Leo,
47119,,9.601884,74.318805,6.46,128.7001,B9V,-0.083,Dra,
47145,,9.607058,-48.751179,6.18,70.6215,F0p,0.277,Vel,
47168,,9.611903,31.161734,5.57,175.4386,M2III,1.594,Leo,
47172,,9.612872,-52.94367,6.18,113.8952,K1III,1.051,Vel,
47175,,9.613772,-49.355026,4.34,32.3206,A5V,0.173,Vel,
47187,,9.616725,-25.296759,5.68,95.511,K0III,1.116,Ant,
47189,,9.617384,16.437952,5.73,355.8719,K1III,1.223,Leo,
47193,,9.618151,81.326382,4.28,304.878,K3III,1.488,Dra,
47199,,9.619413,-32.178646,5.62,85.7633,K1III,1.023,Ant,
47204,,9.620184,-53.668508,5.44,71.5308,A2/A3V,0.137,Vel,
47205,,9.620185,6.835802,5.0,75.3012,K1IIIvar,1.051,Leo,
47224,,9.624557,-36.095994,5.96,110.1322,K2III,1.118,Ant,
47231,,9.627088,60.213682,6.41,97.6562,G5,0.921,UMa,
47242,,9.629427,-3.170642,6.45,140.4494,K0,0.986,Hya,
47249,,9.630974,-9.424446,6.4,130.039,A1V,-0.04,Hya,
47260,,9.632295,73.080394,6.39,71.0227,F2V+...,0.352,Dra,
47267,,9.633736,-43.190944,5.51,145.5604,G8II,0.985,Vel,
47300,,9.639383,40.239793,5.28,37.5799,F0V,0.223,Lyn,
47310,,9.640913,4.649293,4.68,90.5797,K3III,1.31,Hya,
47391,,9.655839,-61.32806,4.51,69.2042,B9V,-0.07,Car,
47401,,9.65775,67.27223,5.96,154.0832,K5,1.528,UMa,
47422,,9.662538,-62.942923,6.4,215.0538,B8/B9III/IV,-0.084,Car,
47427,,9.66317,-10.570271,6.31,307.6923,A0Vn,-0.029,Hya,
47431,Ukdah,9.664267,-1.14281,3.9,80.7103,K3IIIvar,1.313,Hya,Iot
47452,,9.671768,-14.332292,5.07,133.6898,B4IV/V,-0.149,Hya,Kap
47454,,9.672241,-10.769185,6.37,225.7336,A2V,0.083,Hya,
47479,,9.678494,-57.983553,5.3,72.5689,A3IV,0.195,Car,
47498,,9.68393,-57.259542,5.8,112.8668,K0/K1III,1.083,Car,
47508,Subra,9.685843,9.892308,3.52,39.9521,A5V+...,0.516,Leo,Omi
47521,,9.687985,55.866491,6.5,118.2033,K1III-IV,1.15,UMa,
47522,,9.688058,-23.591514,4.76,155.2795,B5V,-0.117,Hya,
47544,,9.693087,31.277817,5.9,236.9668,K6III,1.579,Leo,
47550,,9.694024,25.912876,6.26,169.2047,K2III:,1.251,Leo,
47559,,9.696648,-55.213762,5.99,574.7126,B4V,-0.119,Vel,
47570,,9.700098,39.757851,5.61,106.4963,G8III,0.951,Lyn,
47591,,9.703605,-66.91482,6.33,160.0,A0V,0.075,Car,
47592,,9.704011,-23.915569,4.93,15.0128,G0V,0.534,Hya,
47594,,9.704137,69.237537,5.72,151.2859,G9III:,1.131,UMa,
47627,,9.711487,-35.501709,6.39,337.8378,Asp...,-0.053,Ant,
47631,,9.711873,35.093371,6.12,53.2765,F3V,0.386,LMi,
47633,,9.711973,48.431,6.36,139.2758,A1V,0.01,UMa,
47654,,9.715895,72.252618,5.15,146.6276,K0III,1.029,UMa,
47664,,9.718605,54.363703,6.5,91.7431,A5m,0.121,UMa,
47694,,9.724331,-51.228136,6.15,411.5226,B6V,-0.098,Vel,
47701,,9.725906,29.974473,5.64,49.0196,A2IV,0.111,Leo,
47717,,9.728406,-53.891282,5.56,105.1525,A0V,-0.042,Vel,
47723,,9.728862,14.021692,5.36,187.2659,M2III,1.61,Leo,Psi
47758,,9.736694,-27.769471,4.78,104.0583,A7V+...,0.516,Ant,The
47779,,9.741668,18.863492,6.49,120.1923,K0,1.158,Leo,
47791,,9.743498,64.984112,6.18,95.4198,F3Vn,0.419,UMa,
47854,,9.754117,-62.507903,3.69,478.4689,G5Iab/Ib,1.01,Car,
47868,,9.756113,-30.20275,6.45,100000.0,B0IV,-0.137,Ant,
47884,,9.758601,78.134709,6.25,317.4603,K2III,1.353,Dra,
47893,,9.761286,-57.186041,6.47,284.9003,B8III/IV,-0.108,Car,
47908,Ras Elased Australis,9.764188,23.774255,2.97,75.643,G0II,0.808,Leo,Eps
47913,,9.76549,-58.793828,6.22,80.8407,F5IV,0.461,Car,
47943,,9.769457,6.708556,5.8,602.4096,M1III,1.639,Leo,
47956,,9.772352,-76.77612,5.43,56.5291,G8III,0.901,Cha,Nu
47959,,9.773147,11.810043,5.67,156.9859,K4III,1.489,Leo,
47960,,9.773225,1.785586,5.65,80.5802,F4IV,0.342,Sex,
47963,,9.775104,-44.75506,5.58,305.8104,B2.5IV,-0.176,Vel,
47965,,9.775462,57.12807,5.09,169.4915,M3III,1.594,UMa,
48002,,9.785036,-65.072007,2.92,440.5286,A9,0.273,Car,Ups
48017,,9.788366,79.13668,6.09,131.2336,F0V:,0.303,Dra,
48023,,9.789499,23.647686,6.49,170.6485,K0,1.093,Leo,
48029,,9.790546,11.568165,6.44,84.674,A7Vn,0.255,Leo,
48113,,9.80981,46.021008,5.08,18.3688,G2V,0.619,UMa,
48119,,9.811118,-56.41189,6.05,101.626,K0III,0.937,Vel,
48191,,9.824471,-37.186765,5.95,124.0695,K2III,1.245,Ant,
48218,,9.830582,21.179422,6.1,191.5709,A8IV,0.257,Leo,
48219,,9.830931,-36.268463,6.36,152.9052,K0III,1.008,Ant,
48224,,9.832541,-45.732736,5.09,258.3979,B7III,-0.098,Vel,
48266,,9.839898,65.593226,6.27,84.9618,A9Vn,0.29,UMa,
48273,,9.841689,4.34365,6.24,44.6628,F6V...,0.479,Sex,
48287,,9.844985,-46.933923,5.72,176.9912,K0IIICN...,1.085,Vel,
48310,,9.848775,-62.745116,5.56,334.4482,K1IIICN...,1.316,Car,
48319,,9.849867,59.038735,3.78,35.6379,F0IV,0.291,UMa,Ups
48320,,9.850222,-80.061059,6.47,256.4103,B8IV,0.074,Cha,
48324,,9.850551,13.066239,6.45,369.0037,M0III,1.624,Leo,
48339,,9.853347,-59.425774,5.79,236.4066,K2IIICNp...,1.354,Car,
48341,,9.853898,-4.24335,6.01,63.5728,A8III,0.171,Sex,
48348,,9.855481,-46.193871,5.62,99.108,K2III,1.166,Vel,
48351,,9.856005,-6.181928,6.42,41.7711,F8V,0.577,Sex,
48356,Zhang,9.85797,-14.846603,4.11,80.9061,G6/G8III,0.918,Hya,Ups-1
48374,,9.861298,-46.54762,4.58,323.6246,G5Ib,1.172,Vel,
48375,,9.861449,-11.340507,6.48,350.8772,M2III:,1.61,Sex,
48390,,9.864732,24.395369,5.29,41.4594,A5IV,0.229,Leo,
48396,,9.866537,-16.534775,6.08,119.7605,K0III,1.035,Hya,
48402,,9.868433,54.064332,4.55,156.0062,A3IV,0.038,UMa,Phi
48413,,9.869996,0.07561,6.34,139.0821,G9III,0.934,Sex,
48414,,9.870045,2.454131,6.02,202.8398,A0Vs,-0.04,Sex,
48437,,9.875121,-8.10503,5.07,85.1064,A2V,0.038,Sex,Gam
48455,Rasalas,9.879398,26.006951,3.88,38.0518,K0III,1.222,Leo,Mu
48468,,9.882791,-27.332172,6.28,53.8503,G1V,0.622,Ant,
48469,,9.88336,-55.373208,6.5,813.0081,B1V,-0.145,Vel,
48519,,9.895257,5.958573,5.9,284.9003,M2III,1.662,Sex,
48527,,9.897251,-51.146713,5.95,704.2254,B2V,-0.152,Vel,
48559,,9.903425,-25.932345,4.87,104.8218,K2III,1.199,Hya,
48561,,9.904905,-45.283516,5.72,305.8104,B+...,-0.114,Vel,
48584,,9.908838,-22.487456,6.23,152.6718,A2/A3III,0.052,Hya,
48613,,9.914234,-50.243959,5.71,92.8505,A0V,0.006,Vel,
48615,Felis,9.914503,-19.00936,4.94,188.3239,K5III,1.559,Hya,
48638,,9.917598,61.116123,6.29,119.7605,K0,1.036,UMa,
48682,,9.928612,49.819843,5.27,63.7755,A3III,0.086,UMa,
48706,,9.934816,-40.824546,6.39,224.2152,M1III,1.612,Vel,
48715,,9.936042,-71.3893,6.3,617.284,B1Ib,-0.056,Car,
48730,,9.939416,-51.336158,6.39,100000.0,B2IV-V,-0.162,Vel,
48734,,9.940549,8.933157,5.85,177.6199,K2III:,1.129,Leo,
48748,,9.943192,-33.418496,5.83,157.4803,K1III,1.202,Ant,
48763,,9.946347,-26.549672,6.27,67.5219,A4V,0.219,Hya,
48774,,9.947708,-54.56779,3.52,487.8049,B5Ib,-0.067,Vel,Phi
48776,,9.94836,-27.475154,6.32,158.9825,A4V,0.173,Ant,
48782,,9.949952,-69.101804,6.18,370.3704,B3V,-0.1,Car,
48799,,9.95304,-52.638783,6.13,819.6721,B3IV,-0.115,Vel,
48802,,9.953776,57.418196,5.97,145.5604,G8III,0.895,UMa,
48833,,9.96141,41.055633,5.11,28.1452,F6Vs,0.481,LMi,
48835,,9.961833,-48.414075,6.06,549.4505,B3V,-0.127,Vel,
48839,,9.962195,-1.94175,6.43,106.7236,G5,0.7,Sex,
48861,,9.96579,45.414298,6.34,121.2121,K0III,1.096,UMa,
48876,,9.968786,8.313979,6.05,137.931,K3III,1.357,Leo,
48883,,9.970382,12.4448,5.26,153.1394,B9IV,-0.035,Leo,Nu
48893,,9.973019,72.879509,5.86,110.4972,K3III:,1.155,UMa,
48895,,9.973902,27.758999,6.48,74.2942,F3V,0.362,Leo,
48926,,9.981191,-35.890973,5.23,33.3111,A8IV,0.3,Ant,Eta
48943,,9.985085,-23.95077,6.11,244.4988,B5V,-0.101,Hya,
48982,,9.993395,29.645233,5.75,105.1525,G9III:,1.059,Leo,
49005,,9.997695,56.811807,5.5,153.3742,K5III,1.487,UMa,
49029,,10.003557,8.044223,4.68,124.533,M2III,1.589,Leo,Pi
49052,,10.009597,-56.946108,6.5,145.1379,K0III,0.979,Vel,
49065,,10.012191,-82.21467,5.53,115.0748,A0IV,0.035,Cha,Mu-1
49081,,10.016864,31.923672,5.37,15.0466,G1V,0.676,LMi,
49092,,10.02,-56.096559,6.42,222.7171,B8,-0.013,Vel,
49137,,10.027977,-53.364115,6.2,377.3585,B2.5V,-0.137,Vel,
49160,,10.032797,-57.349789,6.2,221.2389,K1II,1.108,Car,
49164,,10.033361,-60.42089,5.93,100000.0,A9IV,0.263,Car,
49220,,10.046931,21.949258,5.68,289.0173,B2.5IV,-0.178,Leo,
49223,,10.04706,-62.156667,6.41,100000.0,K3Ib,1.688,Car,
49233,,10.049985,-60.178675,6.18,100000.0,A6II/III,0.175,Car,
49259,,10.055719,-46.636191,6.11,90.009,A0V,0.041,Vel,
49281,,10.05948,-61.88404,6.14,502.5126,B4:Vne,-0.032,Car,
49293,,10.061385,-9.573792,6.09,354.6099,K0,1.671,Sex,
49321,,10.067448,-18.101406,6.3,156.0062,B8V,-0.06,Hya,
49329,,10.069009,3.201055,6.43,56.0224,F4V,0.398,Sex,
49339,,10.072486,-24.285534,5.7,70.1754,F0V,0.303,Hya,
49343,,10.073158,-39.975858,6.42,165.8375,K1III,1.311,Ant,
49363,,10.076759,53.891716,5.71,50.7357,F5V,0.507,UMa,
49394,,10.083846,-51.31362,6.23,175.1313,B8/B9III,-0.054,Vel,
49402,,10.085408,-13.064626,4.6,96.1538,B8V,-0.087,Hya,Ups-2
49408,,10.086219,52.371302,6.31,118.624,A5IV,0.135,UMa,
49418,,10.087578,-36.384381,6.27,140.2525,K1III,1.112,Ant,
49445,,10.0947,15.757506,6.36,100.0,F2Vn,0.387,Leo,
49477,,10.102009,-52.187939,6.5,131.406,K0III,0.997,Vel,
49485,,10.103115,-47.369995,5.06,73.692,K0IV,0.88,Vel,
49530,,10.113174,5.611493,6.2,109.1703,K1III,0.939,Sex,
49569,,10.119305,-17.141733,5.59,117.2333,K4III,1.49,Hya,
49583,,10.122209,16.762664,3.48,389.1051,A0Ib,-0.031,Leo,Eta
49593,,10.123821,35.244693,4.49,28.2406,A7V,0.19,LMi,
49619,,10.126589,-48.26082,6.4,354.6099,B3III,-0.15,Vel,
49637,Yunü,10.131742,9.997508,4.39,90.5797,K4III,1.448,Leo,
49641,,10.1323,-0.371637,4.48,86.881,A0III,-0.032,Sex,Alp
49642,,10.132398,-62.221416,6.45,210.5263,Ap Si,-0.095,Car,
49645,,10.133793,-37.333445,6.34,135.318,K0III,0.98,Ant,
49658,,10.137749,31.604053,6.23,61.237,F4V,0.469,LMi,
49669,Regulus,10.139532,11.967207,1.36,24.3132,B7V,-0.087,Leo,Alp
49688,,10.142888,83.918372,6.31,404.8583,K0,1.549,Cam,
49689,,10.143174,-15.611939,6.25,173.6111,A0V,-0.007,Hya,
49698,,10.145223,-65.815438,5.26,113.2503,K0III,0.973,Car,
49712,,10.148957,-51.811261,4.85,408.1633,B3IV,-0.12,Vel,
49764,,10.158386,-68.682779,5.8,209.205,A0IV,0.015,Car,
49769,,10.158841,-35.856771,6.14,31.6356,G1V,0.615,Ant,
49802,,10.165691,-12.095305,6.24,84.8176,A5m,0.184,Hya,
49809,,10.168302,-12.815923,5.3,27.7393,F2/F3IV/V,0.368,Hya,
49812,,10.168761,-8.40817,5.91,182.8154,A1V,0.026,Sex,
49841,,10.176467,-12.354083,3.61,34.5066,K0III,1.007,Hya,Lam
49844,,10.177142,-41.715247,5.98,69.4444,K3III,1.239,Vel,
49865,,10.182184,-8.418462,5.64,145.1379,K2III,1.304,Sex,
49870,,10.183047,40.661608,6.34,192.6782,K3III:,1.277,LMi,
49893,,10.186884,37.4019,5.86,195.6947,K3III,1.282,LMi,
49900,,10.188268,-7.316626,6.23,151.0574,A2Vn,0.026,Sex,
49926,,10.193187,-58.827762,6.07,245.7002,M5III,1.647,Car,
49929,,10.193947,13.355114,6.43,64.5995,F7V,0.468,Leo,
49934,,10.19624,-58.060544,5.7,390.625,B2IVnpe,-0.118,Car,
49967,,10.200793,-28.605956,6.28,152.6718,A0V,0.019,Ant,
49994,,10.206373,-52.163242,6.16,110.011,K2IIICN...,1.168,Vel,
50013,,10.210547,-19.15304,6.45,41.3223,F7V,0.494,Hya,
50027,,10.213435,4.61468,5.77,127.551,K0III:,1.178,Sex,
50044,,10.216988,-59.918088,6.07,746.2687,B4Ve,-0.072,Car,
50066,,10.222069,-27.028891,6.23,144.7178,A9m...,0.316,Hya,
50067,,10.222553,-61.658829,6.42,293.2551,B2V,-0.111,Car,
50069,,10.222861,-56.586697,6.48,200.8032,K2III,1.45,Vel,
50070,,10.223016,-51.232971,5.27,51.8941,A7V,0.257,Vel,
50075,,10.223548,-33.031722,6.38,22.8467,G0V,0.592,Ant,
50078,,10.224448,-51.755788,5.78,104.712,A3IV/V,0.136,Vel,
50083,,10.225184,-66.372811,5.15,94.3396,Am,0.217,Car,
50099,,10.228961,-70.037903,3.29,104.8218,B8III,-0.074,Car,Ome
50103,,10.229427,-40.346056,5.91,147.2754,K1III,1.204,Ant,
50109,,10.230474,27.135819,6.05,157.2327,G5III-IV,0.844,Leo,
50122,,10.232379,-40.310774,6.33,139.8601,G8III,0.94,Ant,
50142,,10.235823,-23.813946,6.36,363.6364,M1III,1.639,Hya,
50174,,10.241598,21.168058,6.02,56.8182,F9V,0.573,Leo,
50191,,10.245607,-42.121942,3.85,31.0752,A2V,0.051,Vel,
50218,,10.251762,31.468066,6.47,203.252,G8III,0.858,LMi,
50222,,10.252127,59.985539,6.18,653.5948,M0IIIvar,1.621,UMa,
50232,,10.254624,-54.974207,6.16,471.6981,B2IV-V,-0.155,Vel,
50234,,10.255799,-36.517717,6.17,107.4114,K0III,1.058,Ant,
50241,,10.258767,-43.112369,5.59,155.521,K4III,1.52,Vel,
50287,,10.267565,-59.903411,6.22,81.6993,A5V,0.194,Car,
50292,,10.269166,-11.203419,6.08,197.2387,K0,1.096,Sex,
50303,,10.270677,29.310501,5.49,79.9361,A0Vn,0.02,LMi,
50316,,10.274469,28.682479,6.46,33.1895,G0V,0.635,LMi,
50319,,10.275639,23.503095,5.95,31.1721,G2IV,0.655,Leo,
50332,,10.277819,-51.204636,6.2,219.2982,M4/M5III,1.435,Vel,
50333,,10.277983,13.728334,5.42,179.5332,M1III,1.65,Leo,
50335,Adhafera,10.278171,23.417311,3.43,84.0336,F0III,0.307,Leo,Zet
50336,,10.278268,25.370705,5.84,108.9325,K2III:,1.206,Leo,
50371,,10.28472,-61.332304,3.39,201.6129,K3II,1.541,Car,
50372,Tania Borealis,10.284952,42.914365,3.45,42.1585,A2IV,0.029,UMa,Lam
50384,,10.287378,23.10622,5.81,22.805,F8Vw,0.5,Leo,
50391,,10.288941,-46.834942,6.48,64.6831,A8V+...,0.329,Vel,
50414,,10.293834,-8.068914,5.25,59.312,F2III,0.336,Sex,Eps
50448,,10.300583,65.108351,5.74,79.5545,A8III,0.163,UMa,
50456,,10.302109,-28.992,5.52,813.0081,B9.5Ib/II,0.277,Ant,
50480,,10.307847,-41.66849,5.97,163.1321,B9V,-0.063,Vel,
50485,,10.309123,43.048445,6.48,37.1058,G5,0.925,UMa,
50492,,10.310516,-36.804572,6.31,163.9344,K2/K3III,1.282,Ant,
50493,,10.310561,-56.110393,5.8,36.062,F6V,0.481,Vel,
50509,,10.316317,46.760778,6.42,216.9197,K1III,1.19,UMa,
50516,,10.316864,24.712138,6.42,366.3004,K0,1.388,Leo,
50520,,10.318083,-64.676258,5.66,80.3213,A1V,0.042,Car,
50536,,10.321353,-12.528132,6.01,65.6599,A8III,0.258,Hya,
50546,,10.324117,48.396762,6.0,44.405,K0,1.022,UMa,
50552,,10.325651,-5.106148,6.38,91.659,K0,0.894,Sex,
50555,,10.326877,-55.029305,4.59,568.1818,K3II,1.6,Vel,
50562,,10.328344,-65.137238,6.35,436.6812,K2II,1.556,Car,
50564,,10.328938,19.470914,4.78,21.3675,F6IV,0.452,Leo,
50583,Algieba,10.332873,19.841489,2.01,39.8883,K0III,1.128,Leo,Gam-1
50584,,10.333189,-9.059004,6.31,53.8793,F1IV,0.338,Sex,
50606,,10.337452,53.779391,6.45,31.1429,F9V,0.58,UMa,
50609,,10.337977,-47.69909,5.66,515.4639,K5/M0III,1.667,Vel,
50635,,10.34199,54.216839,6.01,162.6016,K3III:,1.128,UMa,
50676,,10.348557,-56.04322,4.5,352.1127,B3III,-0.102,Vel,
50685,,10.350943,68.747651,5.88,123.3046,A7Vn,0.241,UMa,
50693,,10.352211,-17.984959,6.5,62.461,F3IV,0.402,Hya,
50728,,10.357963,-23.710834,6.47,106.0445,A4IV/V,0.193,Hya,
50755,,10.363973,14.975773,6.16,142.6534,A1V,0.018,Leo,
50785,,10.369569,-58.265572,6.34,110.9878,G6III,0.884,Car,
50786,,10.369607,41.22953,5.73,39.4322,F7V,0.531,UMa,
50790,,10.370261,-19.866571,6.12,184.1621,A0V,0.035,Hya,
50799,,10.372108,-41.64996,4.82,62.5,K1IIIvar,1.095,Vel,
50801,Tania Australis,10.372155,41.499516,3.06,70.6215,M0III SB,1.603,UMa,Mu
50847,,10.382824,-66.901498,4.97,123.1527,B8V,-0.128,Car,
50851,,10.383458,6.542643,6.06,71.1238,K3III,1.119,Leo,
50860,,10.385091,33.908145,5.89,74.2942,A6V,0.147,LMi,
50868,,10.386983,-30.162263,6.25,55.4324,A9IV,0.304,Ant,
50885,,10.390688,-4.074035,5.93,104.1667,B9p Si(CrSr),-0.048,Sex,
50887,,10.391214,-0.902244,6.45,77.4593,G5,0.918,Sex,
50888,,10.391478,-38.009839,5.34,41.4594,A8V,0.251,Ant,
50893,,10.392405,-3.642854,6.39,425.5319,K5,1.601,Sex,
50903,,10.394624,-41.953189,6.24,72.8863,K0IV,0.884,Vel,
50904,,10.394933,29.615856,6.36,114.9425,G8III,1.09,LMi,
50916,,10.397401,-57.953933,6.34,268.8172,K5Ib-II,1.517,Car,
50933,,10.402182,65.566423,4.94,104.0583,A0sp...,-0.052,UMa,
50935,,10.40239,33.718531,5.52,130.039,K1III,1.186,LMi,
50939,,10.40366,2.368018,6.33,94.0734,G9V,0.991,Sex,
50954,,10.406592,-74.031612,3.99,16.2232,F2IV,0.369,Car,
50976,,10.412375,-73.971732,6.18,143.2665,A2/A3V,0.071,Car,
50993,,10.416516,-58.576303,5.93,95.9693,F2III,0.315,Car,
51008,,10.420887,8.784845,5.61,314.4654,M2IIIs,1.63,Leo,
51014,,10.421449,-42.467404,6.18,180.5054,G8III,1.006,Vel,
51046,,10.428964,-7.059829,5.6,121.6545,M0.5III,1.528,Sex,
51047,,10.429149,35.42543,6.49,126.1034,K1III,1.089,LMi,
51056,,10.431895,33.79612,4.72,71.5308,F0V,0.26,LMi,
51069,,10.434842,-16.83629,3.83,71.7875,K4III,1.456,Hya,Mu
51077,,10.43607,-42.738494,6.13,98.0392,K1III,1.129,Vel,
51117,,10.443587,-0.988055,6.33,250.6266,K0,1.443,Sex,
51140,,10.446924,-54.877302,5.58,621.118,K3II/III,1.556,Vel,
51161,,10.450135,19.364538,6.15,104.8218,K0,1.141,Leo,
51172,,10.45253,-31.067779,4.28,112.2334,K4III,1.429,Ant,Alp
51192,,10.456798,-57.638805,4.65,100000.0,A6Ia,0.474,Car,
51194,,10.457042,-65.704664,6.0,68.4463,A2V,0.091,Car,
51200,,10.457792,41.601035,6.0,66.0939,A2V,0.166,UMa,
51213,,10.460831,9.762396,6.01,129.199,A0sp...,-0.043,Leo,
51232,,10.464649,-58.739403,3.81,411.5226,F2II,0.317,Car,
51233,,10.464727,36.707212,4.2,47.1921,G8III-IV,0.908,LMi,Bet
51245,,10.467247,-49.405801,6.1,224.2152,K4III,1.506,Vel,
51248,,10.467738,48.784901,6.42,22.9095,G1V,0.61,UMa,
51265,,10.471742,-63.164565,6.42,357.1429,B2/B3III:ne,-0.039,Car,
51290,,10.476812,45.212211,6.37,369.0037,K0,1.33,UMa,
